AmenityUsageID,UsageDate,UsageDay,DateKey,Year,Month,MonthName,Quarter,DayName,IsoDayOfWeek,IsWeekend,IsHoliday,IsBusinessDay,DACCustomerMembershipID,CustomerID,MembershipID,MembershipActiveIND,EmployeeIND,JoinDate,RenewalDate,AmenityID,AmenityName,AmenityCategory
153,2025-10-07 12:15:00.000,2025-10-07,20251007,2025,10,October,4,Tuesday,2,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
154,2025-10-09 15:45:00.000,2025-10-09,20251009,2025,10,October,4,Thursday,4,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
155,2025-10-02 10:20:00.000,2025-10-02,20251002,2025,10,October,4,Thursday,4,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
156,2025-10-04 14:30:00.000,2025-10-04,20251004,2025,10,October,4,Saturday,6,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
157,2025-10-06 11:50:00.000,2025-10-06,20251006,2025,10,October,4,Monday,1,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
158,2025-10-08 13:15:00.000,2025-10-08,20251008,2025,10,October,4,Wednesday,3,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
159,2025-10-10 09:40:00.000,2025-10-10,20251010,2025,10,October,4,Friday,5,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
160,2025-10-03 15:20:00.000,2025-10-03,20251003,2025,10,October,4,Friday,5,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
161,2025-10-05 12:00:00.000,2025-10-05,20251005,2025,10,October,4,Sunday,7,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
162,2025-10-07 14:45:00.000,2025-10-07,20251007,2025,10,October,4,Tuesday,2,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
163,2025-10-02 11:00:00.000,2025-10-02,20251002,2025,10,October,4,Thursday,4,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
164,2025-10-04 15:30:00.000,2025-10-04,20251004,2025,10,October,4,Saturday,6,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
165,2025-10-06 13:15:00.000,2025-10-06,20251006,2025,10,October,4,Monday,1,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
166,2025-10-08 10:45:00.000,2025-10-08,20251008,2025,10,October,4,Wednesday,3,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
167,2025-10-10 14:00:00.000,2025-10-10,20251010,2025,10,October,4,Friday,5,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
168,2025-10-01 14:20:00.000,2025-10-01,20251001,2025,10,October,4,Wednesday,3,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
169,2025-10-03 11:40:00.000,2025-10-03,20251003,2025,10,October,4,Friday,5,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
170,2025-10-05 15:10:00.000,2025-10-05,20251005,2025,10,October,4,Sunday,7,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
171,2025-10-07 12:30:00.000,2025-10-07,20251007,2025,10,October,4,Tuesday,2,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
172,2025-10-09 16:50:00.000,2025-10-09,20251009,2025,10,October,4,Thursday,4,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
173,2025-10-04 13:00:00.000,2025-10-04,20251004,2025,10,October,4,Saturday,6,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
174,2025-10-01 14:15:00.000,2025-10-01,20251001,2025,10,October,4,Wednesday,3,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
175,2025-10-03 10:30:00.000,2025-10-03,20251003,2025,10,October,4,Friday,5,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
176,2025-10-05 14:45:00.000,2025-10-05,20251005,2025,10,October,4,Sunday,7,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
177,2025-10-07 11:00:00.000,2025-10-07,20251007,2025,10,October,4,Tuesday,2,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
178,2025-10-09 16:30:00.000,2025-10-09,20251009,2025,10,October,4,Thursday,4,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
179,2025-10-02 12:15:00.000,2025-10-02,20251002,2025,10,October,4,Thursday,4,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
180,2025-10-04 13:45:00.000,2025-10-04,20251004,2025,10,October,4,Saturday,6,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
181,2025-10-06 10:20:00.000,2025-10-06,20251006,2025,10,October,4,Monday,1,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
182,2025-10-08 15:50:00.000,2025-10-08,20251008,2025,10,October,4,Wednesday,3,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
183,2025-10-10 11:30:00.000,2025-10-10,20251010,2025,10,October,4,Friday,5,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
184,2025-10-03 14:00:00.000,2025-10-03,20251003,2025,10,October,4,Friday,5,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
185,2025-10-05 09:45:00.000,2025-10-05,20251005,2025,10,October,4,Sunday,7,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
186,2025-10-07 13:20:00.000,2025-10-07,20251007,2025,10,October,4,Tuesday,2,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
187,2025-10-02 12:00:00.000,2025-10-02,20251002,2025,10,October,4,Thursday,4,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
188,2025-10-04 15:15:00.000,2025-10-04,20251004,2025,10,October,4,Saturday,6,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
189,2025-10-06 09:45:00.000,2025-10-06,20251006,2025,10,October,4,Monday,1,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
190,2025-10-08 13:30:00.000,2025-10-08,20251008,2025,10,October,4,Wednesday,3,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
191,2025-10-10 11:45:00.000,2025-10-10,20251010,2025,10,October,4,Friday,5,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
192,2025-10-01 13:40:00.000,2025-10-01,20251001,2025,10,October,4,Wednesday,3,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
193,2025-10-03 16:00:00.000,2025-10-03,20251003,2025,10,October,4,Friday,5,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
194,2025-10-05 12:20:00.000,2025-10-05,20251005,2025,10,October,4,Sunday,7,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
195,2025-10-07 14:35:00.000,2025-10-07,20251007,2025,10,October,4,Tuesday,2,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
196,2025-10-09 10:15:00.000,2025-10-09,20251009,2025,10,October,4,Thursday,4,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
197,2025-10-04 15:30:00.000,2025-10-04,20251004,2025,10,October,4,Saturday,6,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
198,2025-11-01 09:30:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
199,2025-11-02 14:15:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
200,2025-11-05 11:45:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
201,2025-11-03 13:20:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
202,2025-11-06 15:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
203,2025-11-04 10:15:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
204,2025-11-07 12:30:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,12,Meeting Room Reservations,Facility
205,2025-11-08 14:00:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
206,2025-11-09 11:20:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
207,2025-11-01 10:00:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,2,5,6,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
208,2025-11-03 16:20:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
209,2025-11-02 13:30:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,2,5,6,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
210,2025-11-04 09:15:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
211,2025-11-06 15:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
212,2025-11-02 13:30:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,3,7,6,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
213,2025-11-04 09:15:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,3,7,6,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
214,2025-11-06 15:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,3,7,6,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
215,2025-11-01 11:00:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,3,7,6,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
216,2025-11-05 14:20:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,3,7,6,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
217,2025-11-01 08:45:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,4,8,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
218,2025-11-02 12:00:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,4,8,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
219,2025-11-05 14:30:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
220,2025-11-07 10:20:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
221,2025-11-03 16:15:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
222,2025-11-04 13:45:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
223,2025-11-08 11:30:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,4,8,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
224,2025-11-06 09:20:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
225,2025-11-09 14:50:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,4,8,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
226,2025-11-10 10:10:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
227,2025-11-02 15:40:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,4,8,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
228,2025-11-03 11:15:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,5,10,6,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
229,2025-11-05 13:45:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,5,10,6,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
230,2025-11-01 09:30:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,5,10,6,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
231,2025-11-04 14:20:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,5,10,6,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
232,2025-11-07 12:00:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,5,10,6,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
233,2025-11-01 09:00:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,6,31,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
234,2025-11-02 15:30:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,6,31,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
235,2025-11-04 10:45:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
236,2025-11-06 14:00:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
237,2025-11-08 11:30:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,6,31,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
238,2025-11-03 13:15:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
239,2025-11-05 16:45:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
240,2025-11-07 10:00:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
241,2025-11-09 14:30:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,6,31,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
242,2025-11-10 11:15:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
243,2025-11-06 09:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
244,2025-11-02 12:15:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,7,33,4,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
245,2025-11-04 16:45:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
246,2025-11-07 09:30:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
247,2025-11-09 13:00:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,7,33,4,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
248,2025-11-01 14:20:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,7,33,4,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
249,2025-11-03 10:50:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
250,2025-11-05 15:30:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
251,2025-11-08 12:15:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,7,33,4,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
252,2025-11-10 11:45:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
253,2025-11-02 13:20:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,7,33,4,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
254,2025-11-06 14:00:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
255,2025-11-04 09:30:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
256,2025-11-07 16:15:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
257,2025-11-01 10:30:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,8,42,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
258,2025-11-03 14:15:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
259,2025-11-05 11:00:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
260,2025-11-07 15:45:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
261,2025-11-09 09:20:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,8,42,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
262,2025-11-02 13:30:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,8,42,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
263,2025-11-04 10:15:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
264,2025-11-06 14:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
265,2025-11-08 11:20:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,8,42,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
266,2025-11-10 15:30:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
267,2025-11-03 12:00:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
268,2025-11-05 16:20:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
269,2025-11-07 09:50:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
270,2025-11-02 13:45:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,9,43,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
271,2025-11-04 10:30:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
272,2025-11-06 14:15:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
273,2025-11-08 12:00:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,9,43,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
274,2025-11-01 16:45:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,9,43,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
275,2025-11-03 11:15:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
276,2025-11-05 13:50:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
277,2025-11-07 10:20:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
278,2025-11-09 14:40:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,9,43,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
279,2025-11-10 09:30:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
280,2025-11-02 15:00:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,9,43,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
281,2025-11-01 11:15:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,10,44,5,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
282,2025-11-03 15:30:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
283,2025-11-05 09:45:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
284,2025-11-07 13:20:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
285,2025-11-09 16:00:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,10,44,5,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
286,2025-11-02 14:15:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,10,44,5,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
287,2025-11-04 11:45:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,12,Meeting Room Reservations,Facility
288,2025-11-06 13:30:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
289,2025-11-08 10:00:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,10,44,5,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
290,2025-11-02 10:00:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,11,45,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
291,2025-11-04 14:30:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
292,2025-11-06 11:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
293,2025-11-08 15:15:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,11,45,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
294,2025-11-10 09:30:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
295,2025-11-01 13:20:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,11,45,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
296,2025-11-03 10:45:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
297,2025-11-05 14:00:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
298,2025-11-07 12:15:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
299,2025-11-09 16:30:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,11,45,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
300,2025-11-04 11:00:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
301,2025-11-01 12:45:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,12,46,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
302,2025-11-03 16:15:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
303,2025-11-05 13:00:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
304,2025-11-07 10:30:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
305,2025-11-09 14:45:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,12,46,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
306,2025-11-02 11:20:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,12,46,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
